,PX,PY,PZ
416,0.03,0.11,0.03
417,0.03,0.12,0
418,0.03,0.12,0.01
419,0.03,0.12,0.02
420,0.04,0.04,0
421,0.04,0.04,0.01
422,0.04,0.04,0.02
423,0.04,0.05,-0.01
424,0.04,0.05,0.03
425,0.04,0.06,-0.01
426,0.04,0.06,0.03
427,0.04,0.07,-0.01
428,0.04,0.07,0
429,0.04,0.07,0.03
430,0.04,0.08,-0.01
431,0.04,0.08,0
432,0.04,0.08,0.03
433,0.04,0.09,-0.01
434,0.04,0.09,0
435,0.04,0.09,0.02
436,0.04,0.09,0.03
437,0.04,0.1,-0.01
438,0.04,0.1,0
439,0.04,0.1,0.01
440,0.04,0.1,0.02
441,0.04,0.1,0.03
442,0.04,0.11,0
443,0.04,0.11,0.01
444,0.04,0.11,0.02
445,0.05,0.04,0.01
446,0.05,0.05,0
447,0.05,0.05,0.02
448,0.05,0.05,0.03
449,0.05,0.06,-0
450,0.05,0.07,0
451,0.05,0.07,0.01
452,0.05,0.07,0.02
453,0.05,0.08,0.01
454,0.05,0.08,0.02
455,0.05,0.09,0.01
456,0.06,0.05,0.01
457,0.06,0.05,0.02
458,0.06,0.06,0
459,0.06,0.06,0.01
460,0.06,0.06,0.02
461,0.06,0.07,0.01
462,0.06,0.07,0.02
