metadata:
name: bunny hit points

points:
,PX,PY,PZ
227,-0.069,0.172856,-0.041
228,-0.069,0.172222,-0.039
229,-0.069,0.171588,-0.037
230,-0.069,0.170954,-0.035
231,-0.069,0.17032,-0.033
232,-0.069,0.169686,-0.031
233,-0.069,0.169052,-0.029
234,-0.069,0.168418,-0.027
235,-0.069,0.167784,-0.025
236,-0.069,0.16715,-0.023
237,-0.067,0.172871,-0.047
238,-0.067,0.172237,-0.045
239,-0.067,0.171603,-0.043
240,-0.067,0.170969,-0.041
241,-0.067,0.170335,-0.039
242,-0.067,0.169701,-0.037
243,-0.067,0.169067,-0.035
244,-0.067,0.168433,-0.033
245,-0.067,0.167799,-0.031
246,-0.065,0.17035,-0.045
247,-0.065,0.169716,-0.043
248,-0.065,0.169082,-0.041
249,-0.065,0.168448,-0.039
250,-0.071,0.173,-0.0355
251,-0.071,0.175,-0.0418093
252,-0.071,0.177,-0.0481186
253,-0.069,0.167,-0.0225258
254,-0.069,0.169,-0.0288351
255,-0.069,0.171,-0.0351443
256,-0.069,0.173,-0.0414536
257,-0.069,0.175,-0.0477629
258,-0.067,0.169,-0.0347887
259,-0.067,0.171,-0.041098
260,-0.067,0.173,-0.0474072
261,-0.065,0.169,-0.0407423
262,-0.0667727,0.155,-0.001
263,-0.0639337,0.157,-0.013
264,-0.0646852,0.157,-0.011
265,-0.0654367,0.157,-0.009
266,-0.0661883,0.157,-0.007
267,-0.0669398,0.157,-0.005
268,-0.0610947,0.159,-0.025
269,-0.0618462,0.159,-0.023
270,-0.0625977,0.159,-0.021
271,-0.0633492,0.159,-0.019
272,-0.0641008,0.159,-0.017
273,-0.0648523,0.159,-0.015
274,-0.0656038,0.159,-0.013
275,-0.0663553,0.159,-0.011
276,-0.0671068,0.159,-0.009
277,-0.0635163,0.161,-0.023
278,-0.0642678,0.161,-0.021
279,-0.0650193,0.161,-0.019
280,-0.0657708,0.161,-0.017
281,-0.0665223,0.161,-0.015
282,-0.0672738,0.161,-0.013
283,-0.0680253,0.161,-0.011
284,-0.0659378,0.163,-0.021
285,-0.0666893,0.163,-0.019
286,-0.0674408,0.163,-0.017
287,-0.0681923,0.163,-0.015
288,-0.0683593,0.165,-0.019
289,-0.0691108,0.165,-0.017
290,-0.069,0.165767,-0.019
291,-0.069,0.164867,-0.017
292,-0.069,0.163967,-0.015
293,-0.067,0.163372,-0.019
294,-0.067,0.162472,-0.017
295,-0.067,0.161572,-0.015
296,-0.067,0.160672,-0.013
297,-0.067,0.159772,-0.011
298,-0.067,0.158872,-0.009
299,-0.067,0.157972,-0.007
300,-0.067,0.157072,-0.005
301,-0.067,0.156172,-0.003
302,-0.065,0.161877,-0.021
303,-0.065,0.160977,-0.019
304,-0.065,0.160077,-0.017
305,-0.065,0.159177,-0.015
306,-0.065,0.158277,-0.013
307,-0.065,0.157377,-0.011
308,-0.065,0.156477,-0.009
309,-0.063,0.160382,-0.023
310,-0.063,0.159482,-0.021
311,-0.063,0.158582,-0.019
312,-0.063,0.157682,-0.017
313,-0.069,0.165,-0.0172949
314,-0.067,0.157,-0.00483968
315,-0.067,0.159,-0.00928416
316,-0.067,0.161,-0.0137286
317,-0.067,0.163,-0.0181731
318,-0.065,0.157,-0.0101623
319,-0.065,0.159,-0.0146068
320,-0.065,0.161,-0.0190513
321,-0.063,0.159,-0.0199295
322,-0.061,0.159,-0.0252521
323,-0.0615418,0.161,-0.029
324,-0.0621864,0.161,-0.027
325,-0.0628309,0.161,-0.025
326,-0.0620258,0.163,-0.033
327,-0.0626704,0.163,-0.031
328,-0.0633149,0.163,-0.029
329,-0.0639594,0.163,-0.027
330,-0.064604,0.163,-0.025
331,-0.0652485,0.163,-0.023
332,-0.0625098,0.165,-0.037
333,-0.0631544,0.165,-0.035
334,-0.0637989,0.165,-0.033
335,-0.0644434,0.165,-0.031
336,-0.065088,0.165,-0.029
337,-0.0657325,0.165,-0.027
338,-0.0663771,0.165,-0.025
339,-0.0670216,0.165,-0.023
340,-0.0676661,0.165,-0.021
341,-0.0629938,0.167,-0.041
342,-0.0636383,0.167,-0.039
343,-0.0642829,0.167,-0.037
344,-0.0649274,0.167,-0.035
345,-0.065572,0.167,-0.033
346,-0.0662165,0.167,-0.031
347,-0.066861,0.167,-0.029
348,-0.0675056,0.167,-0.027
349,-0.069,0.166505,-0.021
350,-0.067,0.167157,-0.029
351,-0.067,0.16643,-0.027
352,-0.067,0.165703,-0.025
353,-0.067,0.164976,-0.023
354,-0.067,0.164249,-0.021
355,-0.065,0.167809,-0.037
356,-0.065,0.167082,-0.035
357,-0.065,0.166355,-0.033
358,-0.065,0.165628,-0.031
359,-0.065,0.164901,-0.029
360,-0.065,0.164174,-0.027
361,-0.065,0.163447,-0.025
362,-0.065,0.16272,-0.023
363,-0.063,0.168461,-0.045
364,-0.063,0.167734,-0.043
365,-0.063,0.167007,-0.041
366,-0.063,0.16628,-0.039
367,-0.063,0.165553,-0.037
368,-0.063,0.164826,-0.035
369,-0.063,0.164099,-0.033
370,-0.063,0.163372,-0.031
371,-0.063,0.162645,-0.029
372,-0.063,0.161918,-0.027
373,-0.063,0.161191,-0.025
374,-0.067,0.165,-0.023067
375,-0.067,0.167,-0.0285688
376,-0.065,0.163,-0.0237712
377,-0.065,0.165,-0.029273
378,-0.065,0.167,-0.0347748
379,-0.063,0.161,-0.0244753
380,-0.063,0.163,-0.0299772
381,-0.063,0.165,-0.035479
382,-0.063,0.167,-0.0409808
383,-0.0513364,0.077,-0.019
384,-0.063,0.0742438,-0.017
385,-0.061,0.0741033,-0.017
386,-0.059,0.0775381,-0.019
387,-0.059,0.0739629,-0.017
388,-0.057,0.0773977,-0.019
389,-0.057,0.0738225,-0.017
390,-0.055,0.0772572,-0.019
391,-0.053,0.0771168,-0.019
392,-0.051,0.0769764,-0.019
393,-0.063,0.075,-0.017423
394,-0.061,0.075,-0.0175016
395,-0.059,0.075,-0.0175802
396,-0.059,0.077,-0.018699
397,-0.057,0.075,-0.0176587
398,-0.057,0.077,-0.0187775
399,-0.057,0.079,-0.0198964
400,-0.055,0.075,-0.0177373
401,-0.055,0.077,-0.0188561
402,-0.055,0.079,-0.0199749
403,-0.053,0.075,-0.0178158
404,-0.053,0.077,-0.0189347
405,-0.053,0.079,-0.0200535
406,-0.051,0.075,-0.0178944
407,-0.051,0.077,-0.0190132
408,-0.049,0.075,-0.0179729
409,-0.0670956,0.125,-0.009
410,-0.0682786,0.127,-0.009
411,-0.069,0.128219,-0.009
412,-0.067,0.124838,-0.009
413,-0.069,0.127,-0.00908714
414,-0.069,0.129,-0.00894422
415,-0.069,0.131,-0.0088013
416,-0.069,0.133,-0.00865839
417,-0.069,0.135,-0.00851547
418,-0.069,0.137,-0.00837255
419,-0.069,0.139,-0.00822963
420,-0.067,0.123,-0.00913138
421,-0.067,0.125,-0.00898846
422,-0.067,0.127,-0.00884554
423,-0.067,0.129,-0.00870262
424,-0.067,0.131,-0.0085597
425,-0.067,0.133,-0.00841678
426,-0.067,0.135,-0.00827387
427,-0.067,0.137,-0.00813095
428,-0.067,0.139,-0.00798803
429,-0.067,0.141,-0.00784511
430,-0.065,0.135,-0.00803226
431,-0.065,0.137,-0.00788935
432,-0.065,0.139,-0.00774643
433,-0.065,0.141,-0.00760351
434,-0.081,0.131,0.0522487
435,-0.079,0.129,0.0523014
436,-0.079,0.131,0.0520533
437,-0.079,0.133,0.0518052
438,-0.077,0.129,0.0521061
439,-0.077,0.131,0.051858
440,-0.077,0.133,0.0516099
441,-0.077,0.135,0.0513618
442,-0.075,0.127,0.0521588
443,-0.075,0.129,0.0519107
444,-0.075,0.131,0.0516626
445,-0.073,0.127,0.0519635
446,-0.073,0.129,0.0517154
447,-0.071,0.127,0.0517681
448,-0.069,0.125,0.0518209
449,-0.017797,0.085,-0.039
450,-0.00469492,0.085,-0.037
451,-0.00892319,0.087,-0.037
452,-0.00427765,0.091,-0.035
453,-0.017,0.084623,-0.039
454,-0.011,0.0879823,-0.037
455,-0.009,0.0870363,-0.037
456,-0.007,0.0860903,-0.037
457,-0.005,0.0851443,-0.037
458,-0.005,0.0913417,-0.035
459,-0.003,0.0903957,-0.035
460,-0.017,0.085,-0.0388783
461,-0.015,0.085,-0.038573
462,-0.015,0.087,-0.0379276
463,-0.013,0.085,-0.0382678
464,-0.013,0.087,-0.0376223
465,-0.011,0.085,-0.0379625
466,-0.011,0.087,-0.037317
467,-0.011,0.089,-0.0366716
468,-0.009,0.085,-0.0376572
469,-0.009,0.087,-0.0370117
470,-0.009,0.089,-0.0363663
471,-0.007,0.085,-0.0373519
472,-0.007,0.087,-0.0367064
473,-0.007,0.089,-0.036061
474,-0.007,0.091,-0.0354156
475,-0.005,0.085,-0.0370466
476,-0.005,0.087,-0.0364011
477,-0.005,0.089,-0.0357557
478,-0.005,0.091,-0.0351103
479,-0.005,0.093,-0.0344648
480,-0.003,0.089,-0.0354504
481,-0.003,0.091,-0.034805
482,-0.003,0.093,-0.0341595
483,-0.0886314,0.135,0.005
484,-0.089131,0.135,0.007
485,-0.0896307,0.135,0.009
486,-0.0901303,0.135,0.011
487,-0.0871754,0.137,0.005
488,-0.087675,0.137,0.007
489,-0.0881746,0.137,0.009
490,-0.0886742,0.137,0.011
491,-0.0891739,0.137,0.013
492,-0.0896735,0.137,0.015
493,-0.0852198,0.139,0.003
494,-0.0857194,0.139,0.005
495,-0.086219,0.139,0.007
496,-0.0867186,0.139,0.009
497,-0.0832642,0.141,0.001
498,-0.0837638,0.141,0.003
499,-0.089,0.13518,0.007
500,-0.089,0.135866,0.009
501,-0.089,0.136553,0.011
502,-0.089,0.137239,0.013
503,-0.087,0.137241,0.005
504,-0.087,0.137927,0.007
505,-0.087,0.138613,0.009
506,-0.085,0.139302,0.003
507,-0.085,0.139988,0.005
508,-0.083,0.141363,0.001
509,-0.089,0.135,0.00647541
510,-0.089,0.137,0.012304
511,-0.087,0.137,0.00429779
512,-0.087,0.139,0.0101264
513,-0.081,0.129,0.0524775
514,-0.079,0.127,0.0524904
515,-0.077,0.125,0.0525033
516,-0.077,0.127,0.0523264
517,-0.075,0.123,0.0525162
518,-0.075,0.125,0.0523393
519,-0.073,0.119,0.052706
520,-0.073,0.121,0.0525291
521,-0.073,0.123,0.0523522
522,-0.073,0.125,0.0521753
523,-0.071,0.117,0.0527189
524,-0.071,0.119,0.052542
525,-0.071,0.121,0.0523651
526,-0.071,0.123,0.0521882
527,-0.071,0.125,0.0520112
528,-0.069,0.119,0.052378
529,-0.069,0.121,0.052201
530,-0.069,0.123,0.0520241
531,-0.0878451,0.089,0.005
532,-0.0885655,0.089,0.007
533,-0.086246,0.091,0.001
534,-0.0869664,0.091,0.003
535,-0.0876869,0.091,0.005
536,-0.0884073,0.091,0.007
537,-0.0891277,0.091,0.009
538,-0.0839265,0.093,-0.005
539,-0.084647,0.093,-0.003
540,-0.0853674,0.093,-0.001
541,-0.0860878,0.093,0.001
542,-0.0868082,0.093,0.003
543,-0.0875287,0.093,0.005
544,-0.0882491,0.093,0.007
545,-0.0889695,0.093,0.009
546,-0.0859296,0.095,0.001
547,-0.08665,0.095,0.003
548,-0.0873704,0.095,0.005
549,-0.0880909,0.095,0.007
550,-0.0888113,0.095,0.009
551,-0.0895317,0.095,0.011
552,-0.0879326,0.097,0.007
553,-0.0886531,0.097,0.009
554,-0.0893735,0.097,0.011
555,-0.089,0.0926145,0.009
556,-0.087,0.0905759,0.003
557,-0.089,0.089,0.0082062
558,-0.089,0.091,0.00864543
559,-0.089,0.093,0.00908467
560,-0.089,0.095,0.00952391
561,-0.089,0.097,0.00996314
562,-0.087,0.091,0.00309314
563,-0.087,0.093,0.00353238
564,-0.087,0.095,0.00397162
565,-0.085,0.093,-0.00201991
566,-0.0289458,0.163,-0.015
567,-0.0209321,0.165,-0.017
568,-0.0278621,0.167,-0.017
569,-0.0267784,0.171,-0.019
570,-0.033,0.16417,-0.015
571,-0.031,0.163593,-0.015
572,-0.029,0.167328,-0.017
573,-0.029,0.163016,-0.015
574,-0.027,0.171064,-0.019
575,-0.027,0.166751,-0.017
576,-0.025,0.170487,-0.019
577,-0.025,0.166174,-0.017
578,-0.023,0.16991,-0.019
579,-0.023,0.165597,-0.017
580,-0.021,0.16502,-0.017
581,-0.035,0.163,-0.0141897
582,-0.033,0.163,-0.0144574
583,-0.033,0.165,-0.0153849
584,-0.031,0.163,-0.0147251
585,-0.031,0.165,-0.0156526
586,-0.031,0.167,-0.01658
587,-0.029,0.163,-0.0149927
588,-0.029,0.165,-0.0159202
589,-0.029,0.167,-0.0168477
590,-0.029,0.169,-0.0177752
591,-0.027,0.165,-0.0161879
592,-0.027,0.167,-0.0171154
593,-0.027,0.169,-0.0180429
594,-0.027,0.171,-0.0189703
595,-0.025,0.165,-0.0164556
596,-0.025,0.167,-0.0173831
597,-0.025,0.169,-0.0183105
598,-0.025,0.171,-0.019238
599,-0.025,0.173,-0.0201655
600,-0.023,0.165,-0.0167232
601,-0.023,0.167,-0.0176507
602,-0.023,0.169,-0.0185782
603,-0.023,0.171,-0.0195057
604,-0.021,0.165,-0.0169909
605,-0.021,0.167,-0.0179184
606,-0.0768865,0.139,0.049
607,-0.0753796,0.141,0.047
608,-0.0738726,0.143,0.045
609,-0.0723656,0.145,0.043
610,-0.0708586,0.147,0.041
611,-0.077,0.143992,0.045
612,-0.077,0.141514,0.047
613,-0.077,0.139036,0.049
614,-0.075,0.145836,0.043
615,-0.075,0.143358,0.045
616,-0.075,0.14088,0.047
617,-0.073,0.145201,0.043
618,-0.073,0.142723,0.045
619,-0.073,0.140245,0.047
620,-0.071,0.147045,0.041
621,-0.071,0.144567,0.043
622,-0.071,0.142089,0.045
623,-0.069,0.14641,0.041
624,-0.069,0.143932,0.043
625,-0.067,0.145776,0.041
626,-0.077,0.139,0.049029
627,-0.077,0.141,0.0474149
628,-0.077,0.143,0.0458007
629,-0.075,0.139,0.048517
630,-0.075,0.141,0.0469028
631,-0.075,0.143,0.0452887
632,-0.075,0.145,0.0436745
633,-0.075,0.147,0.0420603
634,-0.073,0.141,0.0463908
635,-0.073,0.143,0.0447766
636,-0.073,0.145,0.0431624
637,-0.073,0.147,0.0415483
638,-0.071,0.143,0.0442646
639,-0.071,0.145,0.0426504
640,-0.071,0.147,0.0410362
641,-0.069,0.145,0.0421383
642,-0.069,0.147,0.0405242
643,-0.067,0.145,0.0416263
644,-0.067,0.147,0.0400121
645,-0.065,0.147,0.0395001
646,0.0532984,0.051,0.001
647,0.0547276,0.051,0.003
648,0.050961,0.053,-0.003
649,0.0523903,0.053,-0.001
650,0.0538195,0.053,0.001
651,0.0552487,0.053,0.003
652,0.0500529,0.055,-0.005
653,0.0514821,0.055,-0.003
654,0.0529113,0.055,-0.001
655,0.0543406,0.055,0.001
656,0.0557698,0.055,0.003
657,0.057199,0.055,0.005
658,0.0534324,0.057,-0.001
659,0.0548617,0.057,0.001
660,0.0562909,0.057,0.003
661,0.0577201,0.057,0.005
662,0.056812,0.059,0.003
663,0.0582412,0.059,0.005
664,0.0601915,0.061,0.007
665,0.051,0.0531496,-0.003
666,0.053,0.0553403,-0.001
667,0.055,0.057531,0.001
668,0.055,0.0520453,0.003
669,0.057,0.0542361,0.005
670,0.051,0.053,-0.00294546
671,0.051,0.055,-0.00367464
672,0.053,0.051,0.000582415
673,0.053,0.053,-0.000146759
674,0.053,0.055,-0.000875933
675,0.055,0.051,0.00338112
676,0.055,0.053,0.00265195
677,0.055,0.055,0.00192277
678,0.055,0.057,0.0011936
679,0.057,0.055,0.00472148
680,0.057,0.057,0.0039923
681,0.057,0.059,0.00326313
682,0.059,0.059,0.00606184
683,-0.0696249,0.089,0.043
684,-0.0682304,0.091,0.043
685,-0.066836,0.093,0.043
686,-0.0708319,0.095,0.041
687,-0.0654416,0.095,0.043
688,-0.0694374,0.097,0.041
689,-0.0640472,0.097,0.043
690,-0.068043,0.099,0.041
691,-0.0720389,0.101,0.039
692,-0.0706444,0.103,0.039
693,-0.073,0.0996215,0.039
694,-0.071,0.10249,0.039
695,-0.071,0.0947588,0.041
696,-0.069,0.0976274,0.041
697,-0.069,0.0898962,0.043
698,-0.067,0.0927648,0.043
699,-0.065,0.0956334,0.043
700,-0.061,0.0936393,0.045
701,-0.073,0.099,0.0391608
702,-0.073,0.101,0.0386434
703,-0.073,0.103,0.038126
704,-0.073,0.105,0.0376086
705,-0.071,0.089,0.0424898
706,-0.071,0.091,0.0419724
707,-0.071,0.093,0.041455
708,-0.071,0.095,0.0409376
709,-0.071,0.097,0.0404202
710,-0.071,0.099,0.0399028
711,-0.071,0.101,0.0393855
712,-0.071,0.103,0.0388681
713,-0.069,0.089,0.0432318
714,-0.069,0.091,0.0427145
715,-0.069,0.093,0.0421971
716,-0.069,0.095,0.0416797
717,-0.069,0.097,0.0411623
718,-0.069,0.099,0.0406449
719,-0.069,0.101,0.0401275
720,-0.067,0.091,0.0434565
721,-0.067,0.093,0.0429392
722,-0.067,0.095,0.0424218
723,-0.067,0.097,0.0419044
724,-0.067,0.099,0.041387
725,-0.065,0.091,0.0441986
726,-0.065,0.093,0.0436812
727,-0.065,0.095,0.0431639
728,-0.065,0.097,0.0426465
729,-0.063,0.093,0.0444233
730,-0.063,0.095,0.0439059
731,-0.061,0.095,0.044648
732,-0.0214554,0.127,0.011
733,-0.0210787,0.127,0.013
734,-0.0207021,0.127,0.015
735,-0.0203254,0.127,0.017
736,-0.0199488,0.127,0.019
737,-0.012687,0.129,0.019
738,-0.0123103,0.129,0.021
739,-0.029,0.125233,0.005
740,-0.027,0.12568,0.007
741,-0.027,0.125577,0.009
742,-0.027,0.125473,0.011
743,-0.027,0.125369,0.013
744,-0.027,0.125265,0.015
745,-0.025,0.126128,0.009
746,-0.025,0.126024,0.011
747,-0.025,0.12592,0.013
748,-0.025,0.125816,0.015
749,-0.025,0.125713,0.017
750,-0.023,0.126575,0.011
751,-0.023,0.126471,0.013
752,-0.023,0.126367,0.015
753,-0.023,0.126263,0.017
754,-0.021,0.127022,0.013
755,-0.021,0.126918,0.015
756,-0.021,0.126814,0.017
757,-0.019,0.127469,0.015
758,-0.019,0.127365,0.017
759,-0.019,0.127261,0.019
760,-0.017,0.12802,0.015
761,-0.017,0.127916,0.017
762,-0.017,0.127812,0.019
763,-0.015,0.128467,0.017
764,-0.015,0.128363,0.019
765,-0.013,0.128914,0.019
766,-0.013,0.12881,0.021
767,-0.011,0.129361,0.021
768,-0.007,0.130359,0.023
769,-0.021,0.127,0.0134181
770,0.0158638,0.095,0.049
771,0.011927,0.097,0.049
772,0.00551106,0.097,0.051
773,-0.000904836,0.097,0.053
774,-0.001,0.0970483,0.053
775,0.001,0.0960323,0.053
776,0.005,0.0972596,0.051
777,0.007,0.0962436,0.051
778,0.011,0.0974709,0.049
779,0.013,0.0964549,0.049
780,0.015,0.0954388,0.049
781,-0.001,0.097,0.0530297
782,0.001,0.097,0.0524062
783,0.003,0.097,0.0517828
784,0.005,0.097,0.0511593
785,0.007,0.097,0.0505359
786,0.009,0.097,0.0499124
787,0.011,0.097,0.049289
788,0.013,0.095,0.0498927
789,0.013,0.097,0.0486655
790,0.015,0.095,0.0492693
791,0.017,0.095,0.0486458
792,0.019,0.095,0.0480224
793,0.00939991,0.089,0.055
794,0.0115416,0.091,0.053
795,0.00519798,0.091,0.055
796,0.020027,0.093,0.049
797,0.0136834,0.093,0.051
798,0.00733971,0.093,0.053
799,0.00099604,0.093,0.055
800,0.00948144,0.095,0.051
801,0.00313777,0.095,0.053
802,-0.0032059,0.095,0.055
803,-0.005,0.0958539,0.055
804,-0.003,0.094902,0.055
805,-0.001,0.0939501,0.055
806,0.001,0.0929981,0.055
807,0.003,0.0950656,0.053
808,0.003,0.0920462,0.055
809,0.005,0.0941136,0.053
810,0.005,0.0910942,0.055
811,0.007,0.0931617,0.053
812,0.007,0.0901423,0.055
813,0.009,0.0952292,0.051
814,0.009,0.0922098,0.053
815,0.009,0.0891903,0.055
816,0.011,0.0942772,0.051
817,0.011,0.0912578,0.053
818,0.013,0.0933253,0.051
819,0.013,0.0903059,0.053
