metadata:
voxel_size:0.01-0.01-0.01
name: bunny

points:
,PX,PY,PZ
144,-0.04,0.04,-0.02
145,-0.04,0.04,-0.01
146,-0.04,0.04,-0
147,-0.04,0.04,0.01
148,-0.04,0.04,0.02
149,-0.04,0.04,0.04
150,-0.04,0.06,-0.02
151,-0.04,0.06,-0.01
152,-0.04,0.06,0.04
153,-0.04,0.08,-0.02
154,-0.04,0.08,0.04
155,-0.04,0.1,-0.02
156,-0.04,0.1,0.04
157,-0.04,0.11,-0.02
158,-0.04,0.11,0.03
159,-0.04,0.11,0.04
160,-0.04,0.12,-0.02
161,-0.04,0.12,-0.01
162,-0.04,0.12,-0
163,-0.04,0.12,0.02
164,-0.04,0.13,-0
165,-0.04,0.13,0.02
166,-0.04,0.15,-0
167,-0.04,0.16,-0.01
168,-0.04,0.16,0
169,-0.04,0.16,0.01
170,-0.04,0.17,-0
171,-0.04,0.18,-0
172,-0.03,0.03,-0.02
173,-0.03,0.03,0
174,-0.03,0.03,0.02
175,-0.03,0.03,0.04
176,-0.03,0.04,-0.03
177,-0.03,0.04,-0.02
178,-0.03,0.04,0
179,-0.03,0.04,0.02
180,-0.03,0.04,0.04
181,-0.03,0.05,-0.02
182,-0.03,0.06,-0.02
183,-0.03,0.06,-0.01
184,-0.03,0.06,0.04
185,-0.03,0.07,-0.02
186,-0.03,0.08,-0.03
187,-0.03,0.08,-0.02
188,-0.03,0.08,0.04
189,-0.03,0.09,-0.02
190,-0.03,0.1,-0.02
191,-0.03,0.1,0.04
192,-0.03,0.11,-0.02
193,-0.03,0.11,0.03
194,-0.03,0.11,0.04
195,-0.03,0.12,-0.02
196,-0.03,0.12,-0
197,-0.03,0.12,0.02
198,-0.03,0.13,0
199,-0.03,0.13,0.02
200,-0.03,0.15,-0
201,-0.03,0.16,-0.02
202,-0.03,0.16,-0.01
203,-0.03,0.16,-0
204,-0.03,0.18,-0.02
205,-0.03,0.18,-0.01
206,-0.03,0.18,-0
207,-0.02,0.03,-0.02
208,-0.02,0.03,0.04
209,-0.02,0.04,-0.03
210,-0.02,0.04,-0.02
211,-0.02,0.04,0
212,-0.02,0.04,0.02
213,-0.02,0.04,0.04
214,-0.02,0.04,0.05
215,-0.02,0.05,0.04
216,-0.02,0.06,-0.04
217,-0.02,0.06,-0.03
218,-0.02,0.06,0.04
219,-0.02,0.06,0.05
220,-0.02,0.07,-0.03
221,-0.02,0.07,0.04
222,-0.02,0.07,0.06
223,-0.02,0.08,-0.04
224,-0.02,0.08,0.05
225,-0.02,0.08,0.06
226,-0.02,0.09,-0.03
227,-0.02,0.09,-0.02
228,-0.02,0.09,0.04
229,-0.02,0.09,0.06
230,-0.02,0.1,-0.03
231,-0.02,0.1,-0.02
232,-0.02,0.1,0.04
233,-0.02,0.1,0.05
234,-0.02,0.11,-0.02
235,-0.02,0.11,0.04
236,-0.02,0.12,-0.02
237,-0.02,0.12,-0
238,-0.02,0.12,0.02
239,-0.02,0.12,0.03
240,-0.02,0.12,0.04
241,-0.02,0.13,0
242,-0.02,0.13,0.02
243,-0.02,0.16,-0.02
244,-0.02,0.16,-0.01
245,-0.02,0.16,-0
246,-0.02,0.17,-0.02
247,-0.02,0.18,-0.03
248,-0.02,0.18,-0.02
249,-0.02,0.18,-0.01
250,-0.01,0.04,-0.02
251,-0.01,0.04,0.04
252,-0.01,0.06,-0.03
253,-0.01,0.06,0.06
254,-0.01,0.1,0.06
255,-0.01,0.12,-0
256,-0.01,0.16,-0.02
257,-0.01,0.18,-0.02
258,0,0.03,0
259,0,0.03,0.02
260,-0,0.04,-0.03
261,0,0.04,-0.02
262,0,0.04,-0
263,0,0.04,0.02
264,0,0.04,0.04
265,0,0.04,0.05
266,0,0.06,-0.03
267,0,0.06,0.05
268,-0,0.06,0.06
269,-0,0.07,-0.03
270,-0,0.08,-0.04
271,0,0.08,-0.03
272,0,0.08,0.06
273,-0,0.09,-0.03
274,0,0.09,0.06
275,0,0.1,-0.03
276,-0,0.1,-0.02
277,-0,0.1,0.04
278,0,0.1,0.05
279,-0,0.1,0.06
280,0,0.11,-0.02
281,-0,0.11,0.04
282,-0,0.12,-0.02
283,-0,0.12,-0.01
284,0,0.12,0.03
285,0,0.12,0.04
286,-0,0.13,-0
287,0,0.13,0.02
288,0.01,0.04,-0.02
289,0.01,0.04,-0
290,0.01,0.04,0.02
291,0.01,0.04,0.04
292,0.01,0.06,0.06
293,0.01,0.08,0.06
294,0.01,0.1,-0.02
295,0.01,0.12,-0
296,0.02,0.03,-0.02
297,0.02,0.03,-0
298,0.02,0.04,-0.02
299,0.02,0.04,-0.01
300,0.02,0.04,0
301,0.02,0.04,0.01
302,0.02,0.04,0.02
303,0.02,0.04,0.04
304,0.02,0.05,-0.02
305,0.02,0.05,0.04
306,0.02,0.06,-0.03
307,0.02,0.06,-0.02
308,0.02,0.06,0.04
309,0.02,0.06,0.05
310,0.02,0.07,-0.02
311,0.02,0.08,-0.03
312,0.02,0.08,-0.02
313,0.02,0.08,0.05
314,0.02,0.09,-0.02
315,0.02,0.1,-0.02
316,0.02,0.1,0.04
317,0.02,0.1,0.05
318,0.02,0.11,-0.02
319,0.02,0.11,-0.01
320,0.02,0.11,0.03
321,0.02,0.11,0.04
322,0.02,0.12,-0.02
323,0.02,0.12,0
324,0.02,0.12,0.02
325,0.02,0.12,0.03
326,0.02,0.12,0.04
327,0.02,0.13,0
328,0.02,0.13,0.02
329,0.03,0.04,0
330,0.03,0.04,0.04
331,0.03,0.06,-0.02
332,0.03,0.06,0.04
333,0.03,0.08,-0.02
334,0.03,0.08,0.04
335,0.03,0.1,-0.02
336,0.03,0.1,0.04
337,0.03,0.11,0
338,0.03,0.11,0.02
339,0.04,0.04,-0
340,0.04,0.04,0.02
341,0.04,0.04,0.03
342,0.04,0.05,-0
343,0.04,0.05,0.02
344,0.04,0.06,-0.01
345,0.04,0.06,-0
346,0.04,0.06,0.03
347,0.04,0.06,0.04
348,0.04,0.07,0.02
349,0.04,0.08,-0.02
350,0.04,0.08,-0.01
351,0.04,0.08,0
352,0.04,0.08,0.02
353,0.04,0.08,0.04
354,0.04,0.09,-0.02
355,0.04,0.09,0
356,0.04,0.09,0.02
357,0.04,0.1,-0.01
358,0.04,0.1,-0
359,0.04,0.1,0.02
360,0.04,0.1,0.03
361,0.04,0.1,0.04
362,0.04,0.11,0
363,0.04,0.11,0.02
364,0.05,0.04,0
365,0.05,0.04,0.02
366,0.05,0.06,-0
367,0.05,0.06,0.02
368,0.05,0.08,0
369,0.05,0.08,0.02
370,0.06,0.05,0
371,0.06,0.05,0.02
372,0.06,0.06,0
373,0.06,0.06,0.02
374,0.06,0.06,0.03
375,0.06,0.07,0
376,0.06,0.07,0.02
