metadata:
voxel_size:0.002-0.002-0.002
name: bunny

points:
,PX,PY,PZ
342,-0.09,0.126,0.008
343,-0.09,0.126,0.042
344,-0.09,0.126,0.044
345,-0.09,0.126,0.046
346,-0.09,0.128,0.004
347,-0.09,0.128,0.006
348,-0.09,0.128,0.008
349,-0.09,0.128,0.04
350,-0.09,0.128,0.042
351,-0.09,0.128,0.044
352,-0.09,0.13,0.004
353,-0.09,0.13,0.006
354,-0.09,0.13,0.008
355,-0.09,0.13,0.04
356,-0.09,0.13,0.042
357,-0.09,0.13,0.044
358,-0.09,0.132,0.004
359,-0.09,0.132,0.006
360,-0.09,0.132,0.008
361,-0.09,0.132,0.01
362,-0.09,0.132,0.024
363,-0.09,0.132,0.026
364,-0.09,0.132,0.028
365,-0.09,0.132,0.03
366,-0.09,0.132,0.032
367,-0.09,0.132,0.034
368,-0.09,0.132,0.036
369,-0.09,0.132,0.038
370,-0.09,0.132,0.04
371,-0.09,0.132,0.042
372,-0.09,0.134,0.004
373,-0.09,0.134,0.006
374,-0.09,0.134,0.008
375,-0.09,0.134,0.01
376,-0.09,0.134,0.012
377,-0.09,0.134,0.014
378,-0.09,0.134,0.016
379,-0.09,0.134,0.018
380,-0.09,0.134,0.02
381,-0.09,0.134,0.022
382,-0.09,0.134,0.024
383,-0.09,0.134,0.026
384,-0.09,0.134,0.028
385,-0.09,0.134,0.03
386,-0.09,0.134,0.032
387,-0.09,0.134,0.034
388,-0.09,0.134,0.036
389,-0.09,0.134,0.038
390,-0.09,0.134,0.04
391,-0.09,0.136,0.006
392,-0.09,0.136,0.008
393,-0.09,0.136,0.01
394,-0.09,0.136,0.012
395,-0.09,0.136,0.014
396,-0.09,0.136,0.016
397,-0.09,0.136,0.018
398,-0.09,0.136,0.02
399,-0.09,0.136,0.022
400,-0.09,0.136,0.024
401,-0.09,0.136,0.026
402,-0.09,0.136,0.028
403,-0.09,0.136,0.03
404,-0.09,0.136,0.032
405,-0.09,0.136,0.034
406,-0.09,0.136,0.036
407,-0.09,0.136,0.038
408,-0.09,0.136,0.04
409,-0.09,0.138,0.012
410,-0.09,0.138,0.014
411,-0.09,0.138,0.016
412,-0.09,0.138,0.018
413,-0.09,0.138,0.02
414,-0.09,0.138,0.022
415,-0.09,0.138,0.024
416,-0.09,0.138,0.026
417,-0.09,0.138,0.028
418,-0.09,0.138,0.03
419,-0.09,0.138,0.032
420,-0.09,0.138,0.034
421,-0.09,0.138,0.036
422,-0.09,0.138,0.038
423,-0.09,0.14,0.014
424,-0.09,0.14,0.016
425,-0.09,0.14,0.018
426,-0.09,0.14,0.02
427,-0.09,0.14,0.022
428,-0.09,0.14,0.024
429,-0.09,0.14,0.026
430,-0.09,0.14,0.028
431,-0.09,0.14,0.03
432,-0.09,0.14,0.032
433,-0.09,0.14,0.034
434,-0.09,0.14,0.036
435,-0.09,0.14,0.038
436,-0.09,0.142,0.012
437,-0.09,0.142,0.014
438,-0.09,0.142,0.016
439,-0.09,0.142,0.018
440,-0.09,0.142,0.02
441,-0.09,0.142,0.022
442,-0.09,0.142,0.024
443,-0.09,0.142,0.026
444,-0.09,0.142,0.028
445,-0.09,0.142,0.03
446,-0.09,0.142,0.032
447,-0.09,0.142,0.034
448,-0.09,0.142,0.036
449,-0.09,0.144,0.012
450,-0.09,0.144,0.014
451,-0.09,0.144,0.016
452,-0.09,0.144,0.018
453,-0.09,0.144,0.02
454,-0.09,0.144,0.022
455,-0.09,0.144,0.024
456,-0.09,0.144,0.026
457,-0.09,0.144,0.028
458,-0.09,0.144,0.03
459,-0.09,0.144,0.032
460,-0.09,0.144,0.034
461,-0.09,0.146,0.012
462,-0.09,0.146,0.014
463,-0.09,0.146,0.016
464,-0.09,0.146,0.018
465,-0.09,0.146,0.02
466,-0.09,0.146,0.022
467,-0.09,0.146,0.024
468,-0.09,0.146,0.026
469,-0.09,0.146,0.028
470,-0.09,0.146,0.03
471,-0.09,0.146,0.032
472,-0.09,0.148,0.012
473,-0.09,0.148,0.014
474,-0.09,0.148,0.016
475,-0.09,0.148,0.018
476,-0.09,0.148,0.02
477,-0.09,0.148,0.022
478,-0.09,0.148,0.024
479,-0.09,0.148,0.026
480,-0.09,0.148,0.028
481,-0.09,0.15,0.012
482,-0.09,0.15,0.014
483,-0.09,0.15,0.016
484,-0.09,0.15,0.018
485,-0.09,0.15,0.02
486,-0.09,0.15,0.022
487,-0.09,0.15,0.024
488,-0.09,0.152,0.016
489,-0.09,0.152,0.018
490,-0.09,0.152,0.02
491,-0.088,0.082,0.01
492,-0.088,0.084,0.006
493,-0.088,0.084,0.008
494,-0.088,0.084,0.01
495,-0.088,0.084,0.012
496,-0.088,0.084,0.014
497,-0.088,0.086,0.004
498,-0.088,0.086,0.006
499,-0.088,0.086,0.008
500,-0.088,0.086,0.01
501,-0.088,0.086,0.012
502,-0.088,0.086,0.014
503,-0.088,0.086,0.016
504,-0.088,0.086,0.018
505,-0.088,0.088,0.004
506,-0.088,0.088,0.006
507,-0.088,0.088,0.008
508,-0.088,0.088,0.01
509,-0.088,0.088,0.012
510,-0.088,0.088,0.014
511,-0.088,0.088,0.016
512,-0.088,0.088,0.018
513,-0.088,0.088,0.02
514,-0.088,0.088,0.022
515,-0.088,0.09,0.002
516,-0.088,0.09,0.004
517,-0.088,0.09,0.006
518,-0.088,0.09,0.008
519,-0.088,0.09,0.01
520,-0.088,0.09,0.012
521,-0.088,0.09,0.014
522,-0.088,0.09,0.016
523,-0.088,0.09,0.018
524,-0.088,0.09,0.02
525,-0.088,0.09,0.022
526,-0.088,0.09,0.024
527,-0.088,0.09,0.026
528,-0.088,0.092,0.004
529,-0.088,0.092,0.006
530,-0.088,0.092,0.008
531,-0.088,0.092,0.01
532,-0.088,0.092,0.014
533,-0.088,0.092,0.016
534,-0.088,0.092,0.018
535,-0.088,0.092,0.02
536,-0.088,0.092,0.022
537,-0.088,0.092,0.024
538,-0.088,0.092,0.026
539,-0.088,0.094,0.004
540,-0.088,0.094,0.006
541,-0.088,0.094,0.008
542,-0.088,0.094,0.01
543,-0.088,0.094,0.016
544,-0.088,0.094,0.018
545,-0.088,0.094,0.02
546,-0.088,0.094,0.022
547,-0.088,0.094,0.024
548,-0.088,0.094,0.026
549,-0.088,0.094,0.028
550,-0.088,0.096,0.004
551,-0.088,0.096,0.006
552,-0.088,0.096,0.008
553,-0.088,0.096,0.01
554,-0.088,0.096,0.018
555,-0.088,0.096,0.02
556,-0.088,0.096,0.022
557,-0.088,0.096,0.024
558,-0.088,0.096,0.026
559,-0.088,0.098,0.004
560,-0.088,0.098,0.006
561,-0.088,0.098,0.008
562,-0.088,0.098,0.01
563,-0.088,0.098,0.018
564,-0.088,0.098,0.02
565,-0.088,0.098,0.022
566,-0.088,0.098,0.024
567,-0.088,0.098,0.026
568,-0.088,0.1,0.006
569,-0.088,0.1,0.008
570,-0.088,0.1,0.01
571,-0.088,0.1,0.012
572,-0.088,0.1,0.016
573,-0.088,0.1,0.018
574,-0.088,0.1,0.02
575,-0.088,0.1,0.022
576,-0.088,0.1,0.024
577,-0.088,0.102,0.006
578,-0.088,0.102,0.008
579,-0.088,0.102,0.01
580,-0.088,0.102,0.012
581,-0.088,0.102,0.014
582,-0.088,0.102,0.016
583,-0.088,0.102,0.018
584,-0.088,0.102,0.02
585,-0.088,0.102,0.022
586,-0.088,0.102,0.024
587,-0.088,0.104,0.006
588,-0.088,0.104,0.008
589,-0.088,0.104,0.01
590,-0.088,0.104,0.012
591,-0.088,0.104,0.014
592,-0.088,0.104,0.016
593,-0.088,0.104,0.018
594,-0.088,0.104,0.02
595,-0.088,0.104,0.022
596,-0.088,0.106,0.008
597,-0.088,0.106,0.01
598,-0.088,0.106,0.012
599,-0.088,0.106,0.014
600,-0.088,0.106,0.016
601,-0.088,0.106,0.018
602,-0.088,0.106,0.02
603,-0.088,0.11,0.006
604,-0.088,0.11,0.008
605,-0.088,0.11,0.01
606,-0.088,0.11,0.012
607,-0.088,0.11,0.014
608,-0.088,0.11,0.016
609,-0.088,0.11,0.018
610,-0.088,0.11,0.02
611,-0.088,0.11,0.022
612,-0.088,0.112,0.004
613,-0.088,0.112,0.006
614,-0.088,0.112,0.008
615,-0.088,0.112,0.01
616,-0.088,0.112,0.012
617,-0.088,0.112,0.014
618,-0.088,0.112,0.016
619,-0.088,0.112,0.018
620,-0.088,0.112,0.02
621,-0.088,0.112,0.022
622,-0.088,0.112,0.024
623,-0.088,0.112,0.026
624,-0.088,0.112,0.028
625,-0.088,0.112,0.034
626,-0.088,0.112,0.036
627,-0.088,0.112,0.038
628,-0.088,0.112,0.04
629,-0.088,0.112,0.042
630,-0.088,0.114,0.004
631,-0.088,0.114,0.006
632,-0.088,0.114,0.008
633,-0.088,0.114,0.022
634,-0.088,0.114,0.024
635,-0.088,0.114,0.026
636,-0.088,0.114,0.028
637,-0.088,0.114,0.03
638,-0.088,0.114,0.032
639,-0.088,0.114,0.034
640,-0.088,0.114,0.036
641,-0.088,0.114,0.04
642,-0.088,0.114,0.042
643,-0.088,0.114,0.044
644,-0.088,0.114,0.046
645,-0.088,0.116,0.002
646,-0.088,0.116,0.004
647,-0.088,0.116,0.006
648,-0.088,0.116,0.028
649,-0.088,0.116,0.03
650,-0.088,0.116,0.044
651,-0.088,0.116,0.046
652,-0.088,0.116,0.048
653,-0.088,0.118,0.002
654,-0.088,0.118,0.004
655,-0.088,0.118,0.006
656,-0.088,0.118,0.044
657,-0.088,0.118,0.046
658,-0.088,0.118,0.048
659,-0.088,0.12,0
660,-0.088,0.12,0.002
661,-0.088,0.12,0.004
662,-0.088,0.12,0.046
663,-0.088,0.12,0.048
664,-0.088,0.122,-0
665,-0.088,0.122,0.002
666,-0.088,0.122,0.004
667,-0.088,0.122,0.046
668,-0.088,0.122,0.048
669,-0.088,0.124,-0.002
670,-0.088,0.124,-0
671,-0.088,0.124,0.002
672,-0.088,0.124,0.004
673,-0.088,0.124,0.046
674,-0.088,0.124,0.048
675,-0.088,0.126,-0.002
676,-0.088,0.126,-0
677,-0.088,0.126,0.002
678,-0.088,0.126,0.004
679,-0.088,0.126,0.044
680,-0.088,0.126,0.046
681,-0.088,0.126,0.048
682,-0.088,0.128,-0
683,-0.088,0.128,0.002
684,-0.088,0.128,0.004
685,-0.088,0.128,0.044
686,-0.088,0.128,0.046
687,-0.088,0.128,0.048
688,-0.088,0.13,0
689,-0.088,0.13,0.002
690,-0.088,0.13,0.004
691,-0.088,0.13,0.042
692,-0.088,0.13,0.044
693,-0.088,0.13,0.046
694,-0.088,0.132,0.002
695,-0.088,0.132,0.004
696,-0.088,0.132,0.04
697,-0.088,0.132,0.042
698,-0.088,0.132,0.044
699,-0.088,0.134,0.002
700,-0.088,0.134,0.004
701,-0.088,0.134,0.006
702,-0.088,0.134,0.04
703,-0.088,0.134,0.042
704,-0.088,0.134,0.044
705,-0.088,0.136,0.002
706,-0.088,0.136,0.004
707,-0.088,0.136,0.006
708,-0.088,0.136,0.008
709,-0.088,0.136,0.01
710,-0.088,0.136,0.012
711,-0.088,0.136,0.038
712,-0.088,0.136,0.04
713,-0.088,0.136,0.042
714,-0.088,0.138,0.004
715,-0.088,0.138,0.006
716,-0.088,0.138,0.008
717,-0.088,0.138,0.01
718,-0.088,0.138,0.012
719,-0.088,0.138,0.014
720,-0.088,0.138,0.038
721,-0.088,0.138,0.04
722,-0.088,0.138,0.042
723,-0.088,0.14,0.01
724,-0.088,0.14,0.012
725,-0.088,0.14,0.014
726,-0.088,0.14,0.036
727,-0.088,0.14,0.038
728,-0.088,0.14,0.04
729,-0.088,0.142,0.01
730,-0.088,0.142,0.012
731,-0.088,0.142,0.014
732,-0.088,0.142,0.034
733,-0.088,0.142,0.036
734,-0.088,0.142,0.038
735,-0.088,0.144,0.008
736,-0.088,0.144,0.01
737,-0.088,0.144,0.012
738,-0.088,0.144,0.032
739,-0.088,0.144,0.034
740,-0.088,0.144,0.036
741,-0.088,0.146,0.008
742,-0.088,0.146,0.01
743,-0.088,0.146,0.012
744,-0.088,0.146,0.028
745,-0.088,0.146,0.03
746,-0.088,0.146,0.032
747,-0.088,0.146,0.034
748,-0.088,0.148,0.008
749,-0.088,0.148,0.01
750,-0.088,0.148,0.012
751,-0.088,0.148,0.024
752,-0.088,0.148,0.026
753,-0.088,0.148,0.028
754,-0.088,0.148,0.03
755,-0.088,0.148,0.032
756,-0.088,0.15,0.01
757,-0.088,0.15,0.012
758,-0.088,0.15,0.014
759,-0.088,0.15,0.016
760,-0.088,0.15,0.02
761,-0.088,0.15,0.022
762,-0.088,0.15,0.024
763,-0.088,0.15,0.026
764,-0.088,0.15,0.028
765,-0.088,0.152,0.012
766,-0.088,0.152,0.014
767,-0.088,0.152,0.016
768,-0.088,0.152,0.018
769,-0.088,0.152,0.02
770,-0.088,0.152,0.022
771,-0.088,0.152,0.024
772,-0.088,0.152,0.026
773,-0.088,0.154,0.02
774,-0.088,0.154,0.022
775,-0.086,0.078,0.01
776,-0.086,0.078,0.012
777,-0.086,0.078,0.014
778,-0.086,0.08,0.006
779,-0.086,0.08,0.008
780,-0.086,0.08,0.01
781,-0.086,0.08,0.012
782,-0.086,0.08,0.014
783,-0.086,0.08,0.016
784,-0.086,0.08,0.018
785,-0.086,0.082,0.002
786,-0.086,0.082,0.004
787,-0.086,0.082,0.006
788,-0.086,0.082,0.008
789,-0.086,0.082,0.01
790,-0.086,0.082,0.012
791,-0.086,0.082,0.014
792,-0.086,0.082,0.016
793,-0.086,0.082,0.018
794,-0.086,0.082,0.02
795,-0.086,0.082,0.022
796,-0.086,0.084,0.002
797,-0.086,0.084,0.004
798,-0.086,0.084,0.006
799,-0.086,0.084,0.008
800,-0.086,0.084,0.01
801,-0.086,0.084,0.012
802,-0.086,0.084,0.014
803,-0.086,0.084,0.016
804,-0.086,0.084,0.018
805,-0.086,0.084,0.02
806,-0.086,0.084,0.022
807,-0.086,0.084,0.024
808,-0.086,0.086,0
809,-0.086,0.086,0.002
810,-0.086,0.086,0.004
811,-0.086,0.086,0.006
812,-0.086,0.086,0.014
813,-0.086,0.086,0.016
814,-0.086,0.086,0.018
815,-0.086,0.086,0.02
816,-0.086,0.086,0.022
817,-0.086,0.086,0.024
818,-0.086,0.086,0.026
819,-0.086,0.086,0.028
820,-0.086,0.088,0
821,-0.086,0.088,0.002
822,-0.086,0.088,0.004
823,-0.086,0.088,0.018
824,-0.086,0.088,0.02
825,-0.086,0.088,0.022
826,-0.086,0.088,0.024
827,-0.086,0.088,0.026
828,-0.086,0.088,0.028
829,-0.086,0.09,-0.002
830,-0.086,0.09,0
831,-0.086,0.09,0.002
832,-0.086,0.09,0.004
833,-0.086,0.09,0.022
834,-0.086,0.09,0.024
835,-0.086,0.09,0.026
836,-0.086,0.09,0.028
837,-0.086,0.092,-0.002
838,-0.086,0.092,0
839,-0.086,0.092,0.002
840,-0.086,0.092,0.004
841,-0.086,0.092,0.026
842,-0.086,0.092,0.028
843,-0.086,0.094,-0.002
844,-0.086,0.094,-0
845,-0.086,0.094,0.002
846,-0.086,0.094,0.004
847,-0.086,0.094,0.026
848,-0.086,0.094,0.028
849,-0.086,0.096,-0.002
850,-0.086,0.096,-0
851,-0.086,0.096,0.002
852,-0.086,0.096,0.004
853,-0.086,0.096,0.026
854,-0.086,0.096,0.028
855,-0.086,0.098,0
856,-0.086,0.098,0.002
857,-0.086,0.098,0.004
858,-0.086,0.098,0.006
859,-0.086,0.098,0.024
860,-0.086,0.098,0.026
861,-0.086,0.098,0.028
862,-0.086,0.1,0
863,-0.086,0.1,0.002
864,-0.086,0.1,0.004
865,-0.086,0.1,0.006
866,-0.086,0.1,0.024
867,-0.086,0.1,0.026
868,-0.086,0.1,0.028
869,-0.086,0.102,0
870,-0.086,0.102,0.002
871,-0.086,0.102,0.004
872,-0.086,0.102,0.006
873,-0.086,0.102,0.022
874,-0.086,0.102,0.024
875,-0.086,0.102,0.026
876,-0.086,0.104,0.002
877,-0.086,0.104,0.004
878,-0.086,0.104,0.006
879,-0.086,0.104,0.008
880,-0.086,0.104,0.02
881,-0.086,0.104,0.022
882,-0.086,0.104,0.024
883,-0.086,0.104,0.026
884,-0.086,0.106,0.002
885,-0.086,0.106,0.004
886,-0.086,0.106,0.006
887,-0.086,0.106,0.008
888,-0.086,0.106,0.01
889,-0.086,0.106,0.012
890,-0.086,0.106,0.014
891,-0.086,0.106,0.016
892,-0.086,0.106,0.018
893,-0.086,0.106,0.02
894,-0.086,0.106,0.022
895,-0.086,0.106,0.024
896,-0.086,0.108,0.002
897,-0.086,0.108,0.004
898,-0.086,0.108,0.006
899,-0.086,0.108,0.008
900,-0.086,0.108,0.01
901,-0.086,0.108,0.012
902,-0.086,0.108,0.014
903,-0.086,0.108,0.016
904,-0.086,0.108,0.018
905,-0.086,0.108,0.02
906,-0.086,0.108,0.022
907,-0.086,0.108,0.024
908,-0.086,0.11,0.004
909,-0.086,0.11,0.006
910,-0.086,0.11,0.008
911,-0.086,0.11,0.01
912,-0.086,0.11,0.012
913,-0.086,0.11,0.014
914,-0.086,0.11,0.016
915,-0.086,0.11,0.018
916,-0.086,0.11,0.02
917,-0.086,0.11,0.022
918,-0.086,0.11,0.024
919,-0.086,0.11,0.026
920,-0.086,0.11,0.038
921,-0.086,0.112,0.002
922,-0.086,0.112,0.004
923,-0.086,0.112,0.006
924,-0.086,0.112,0.022
925,-0.086,0.112,0.024
926,-0.086,0.112,0.026
927,-0.086,0.112,0.028
